From,To,Distance
League City TX,Garland TX,407.165
League City TX,Irving TX,414.557
League City TX,Brownsville TX,451.544
League City TX,College Station TX,167.229
League City TX,Frisco TX,439.115
League City TX,Grand Prairie TX,399.676
League City TX,Waco TX,304.58
League City TX,Lake Charles LA,199.393
League City TX,Port Arthur TX,121.339
League City TX,Pasadena TX,19.4273
League City TX,Beaumont TX,114.293
League City TX,Tyler TX,315.367
League City TX,Metairie LA,479.374
League City TX,Mesquite TX,390.455
League City TX,Houma LA,426.066
League City TX,Carrollton TX,424.96
League City TX,Harlingen TX,446.151
League City TX,Round Rock TX,271.948
League City TX,Pearland TX,22.0596
League City TX,Richardson TX,416.247
League City TX,Sugar Land TX,52.332
League City TX,Texas City TX,16.1268
League City TX,The Woodlands TX,85.738
League City TX,Monroe LA,443.864
League City TX,Lewisville TX,433.826
League City TX,Temple TX,283.546
League City TX,Allen TX,429.244
League City TX,Edinburg TX,462.488
League City TX,Longview TX,338.757
League City TX,Mandeville LA,493.511
Enterprise NV,Los Angeles CA,358.898
Enterprise NV,Phoenix AZ,394.47
Enterprise NV,San Diego CA,394.775
Enterprise NV,Riverside CA,304.347
Enterprise NV,Las Vegas NV,24.4486
Enterprise NV,Fresno CA,418.051
Enterprise NV,Mission Viejo CA,347.84
Enterprise NV,Bakersfield CA,352.352
Enterprise NV,Mesa AZ,432.429
Enterprise NV,Murrieta CA,325.926
Enterprise NV,Long Beach CA,364.717
Enterprise NV,Indio CA,270.049
Enterprise NV,Oxnard CA,413.191
Enterprise NV,Anaheim CA,341.127
Enterprise NV,Victorville CA,254.723
Enterprise NV,Lancaster CA,305.641
Enterprise NV,Santa Ana CA,350.956
Enterprise NV,Henderson NV,16.4449
Enterprise NV,Santa Clarita CA,346.602
Enterprise NV,Irvine CA,349.159
Enterprise NV,Chula Vista CA,411.173
Enterprise NV,Chandler AZ,432.825
Enterprise NV,Scottsdale AZ,401.001
Enterprise NV,Gilbert AZ,437.586
Enterprise NV,Glendale AZ,384.629
Enterprise NV,North Las Vegas NV,32.4003
Enterprise NV,Visalia CA,370.164
Enterprise NV,Paradise NV,10.393
Enterprise NV,Avondale AZ,394.556
Enterprise NV,San Bernardino CA,281.171
Enterprise NV,Thousand Oaks CA,389.461
Enterprise NV,Fontana CA,295.106
Enterprise NV,Moreno Valley CA,294.573
Enterprise NV,Spring Valley NV,9.869
Enterprise NV,Santa Barbara CA,445.159
Enterprise NV,Glendale CA,342.605
Enterprise NV,Huntington Beach CA,361.898
Enterprise NV,Tempe AZ,419.244
Enterprise NV,Sunrise Manor NV,23.7308
Enterprise NV,Ontario CA,309.034
Enterprise NV,Rancho Cucamonga CA,299.674
Enterprise NV,Hemet CA,301.076
Enterprise NV,Peoria AZ,364.107
Enterprise NV,Oceanside CA,364.461
Enterprise NV,Garden Grove CA,352.562
Enterprise NV,Corona CA,321.014
Enterprise NV,Palmdale CA,305.812
Enterprise NV,Pomona CA,317.701
Enterprise NV,Escondido CA,362.481
Enterprise NV,Merced CA,490.261
Enterprise NV,Torrance CA,373.875
Enterprise NV,Yuma AZ,384.952
Enterprise NV,Surprise AZ,362.338
Enterprise NV,Pasadena CA,336.31
Enterprise NV,Santa Maria CA,487.929
Enterprise NV,Orange CA,341.704
Enterprise NV,Fullerton CA,342.155
Enterprise NV,Simi Valley CA,375.179
Enterprise NV,East Los Angeles CA,347.435
Enterprise NV,St. George UT,188.331
Enterprise NV,El Monte CA,334.655
Enterprise NV,Carlsbad CA,372.889
Enterprise NV,Temecula CA,330.455
Enterprise NV,Clovis CA,409.287
Enterprise NV,Costa Mesa CA,358.648
Enterprise NV,El Centro CA,360.46
Enterprise NV,Downey CA,351.72
Enterprise NV,Jurupa Valley CA,303.629
Enterprise NV,San Buenaventura CA,412.874
Enterprise NV,Inglewood CA,365.248
Enterprise NV,West Covina CA,327.909
Enterprise NV,Norwalk CA,350.747
Enterprise NV,Rialto CA,289.018
Enterprise NV,El Cajon CA,391.447
Enterprise NV,Burbank CA,347.829
Enterprise NV,Vista CA,364.54
Enterprise NV,Prescott Valley AZ,307.006
Enterprise NV,San Tan Valley AZ,460.329
Enterprise NV,San Marcos CA,366.918
Enterprise NV,Hesperia CA,261.895
Enterprise NV,Compton CA,361.674
Enterprise NV,Menifee CA,314.601
Enterprise NV,Chino CA,317.267
Enterprise NV,Hanford CA,399.478
Enterprise NV,South Gate CA,355.448
Manchester NH,New York NY,327.203
Manchester NH,Philadelphia PA,451.56
Manchester NH,Boston MA,79.6964
Manchester NH,Brooklyn NY,332.36
Manchester NH,Queens NY,315.76
Manchester NH,Manhattan NY,321.669
Manchester NH,Bronx NY,310.593
Manchester NH,Providence RI,129.204
Manchester NH,Bridgeport CT,246.193
Manchester NH,Hartford CT,169.458
Manchester NH,Allentown PA,426.794
Manchester NH,Springfield MA,131.854
Manchester NH,Albany NY,195.207
Manchester NH,New Haven CT,222.515
Manchester NH,Worcester MA,84.8027
Manchester NH,Staten Island NY,348.67
Manchester NH,Syracuse NY,382.065
Manchester NH,Poughkeepsie NY,248.973
Manchester NH,Scranton PA,389.487
Manchester NH,Trenton NJ,412.774
Manchester NH,Newark NJ,337.91
Manchester NH,Reading PA,474.34
Manchester NH,Jersey City NJ,332.916
Manchester NH,Barnstable MA,171.038
Manchester NH,Atlantic City NJ,473.275
Manchester NH,Nashua NH,26.4789
Manchester NH,Portland ME,122.202
Manchester NH,Yonkers NY,302.439
Manchester NH,Norwich CT,168.151
Manchester NH,Waterbury CT,205.675
Manchester NH,Danbury CT,242.591
Manchester NH,New Bedford MA,151.941
Manchester NH,Binghamton NY,378.67
Manchester NH,Paterson NJ,321.676
Manchester NH,Stamford CT,272.419
Manchester NH,Elizabeth NJ,343.89
Manchester NH,Leominster MA,58.0834
Manchester NH,Cambridge MA,72.768
Manchester NH,Utica NY,307.526
Manchester NH,Lowell MA,39.7494
Manchester NH,Burlington VT,220.29
Manchester NH,Pottstown PA,462.824
Manchester NH,Brockton MA,106.124
Manchester NH,Dover NH,50.8293
Manchester NH,Quincy MA,88.68
Manchester NH,Lynn MA,68.584
Manchester NH,Vineland NJ,491.292
Manchester NH,Portsmouth NH,54.4369
Erie PA,Philadelphia PA,475.802
Erie PA,Washington DC,440.792
Erie PA,Detroit MI,251.063
Erie PA,Baltimore MD,427.408
Erie PA,Cleveland OH,151.042
Erie PA,Pittsburgh PA,186.673
Erie PA,Cincinnati OH,499.278
Erie PA,Columbus OH,340.166
Erie PA,Buffalo NY,133.006
Erie PA,Dayton OH,433.089
Erie PA,Rochester NY,232.482
Erie PA,Allentown PA,419.272
Erie PA,Grand Rapids MI,466.866
Erie PA,Akron OH,166.746
Erie PA,Toledo OH,294.764
Erie PA,Harrisburg PA,336.303
Erie PA,Syracuse NY,337.711
Erie PA,Lancaster PA,391.324
Erie PA,Scranton PA,374.086
Erie PA,Youngstown OH,122.761
Erie PA,Fort Wayne IN,436.744
Erie PA,Flint MI,312.999
Erie PA,Lansing MI,374.226
Erie PA,Ann Arbor MI,301.826
Erie PA,Trenton NJ,491.612
Erie PA,Canton OH,181.184
Erie PA,Reading PA,399.038
Erie PA,Arlington VA,439.036
Erie PA,York PA,368.45
Erie PA,Kalamazoo MI,454.573
Erie PA,Huntington WV,458.145
Erie PA,Hagerstown MD,338.984
Erie PA,Lorain OH,190.468
Erie PA,Fredericksburg VA,477.879
Erie PA,Alexandria VA,445.313
Erie PA,Frederick MD,372.993
Erie PA,Binghamton NY,343.467
Erie PA,Elkhart IN,489.593
Erie PA,Charleston WV,439.406
Erie PA,Warren MI,246.472
Erie PA,Sterling Heights MI,248.425
Erie PA,South Lyon MI,296.884
Erie PA,Saginaw MI,348.006
Erie PA,Utica NY,411.317
Erie PA,Pottstown PA,424.685
Erie PA,Columbia MD,422.633
Erie PA,Holland MI,499.568
Erie PA,Charlottesville VA,473.262
Erie PA,Middletown OH,463.555
Erie PA,Dearborn MI,259.461
Erie PA,Livonia MI,273.354
Tulsa OK,Dallas TX,379.135
Tulsa OK,Kansas City MO,353.657
Tulsa OK,Oklahoma City OK,162.684
Tulsa OK,Fort Worth TX,395.006
Tulsa OK,Wichita KS,215.697
Tulsa OK,Denton TX,342.876
Tulsa OK,Little Rock AR,357.173
Tulsa OK,Arlington TX,397.339
Tulsa OK,Fayetteville AR,156.295
Tulsa OK,Springfield MO,261.433
Tulsa OK,Plano TX,350.897
Tulsa OK,Shreveport LA,450.963
Tulsa OK,McKinney TX,332.844
Tulsa OK,Garland TX,364
Tulsa OK,Irving TX,376.495
Tulsa OK,Frisco TX,341.051
Tulsa OK,Overland Park KS,324.98
Tulsa OK,Grand Prairie TX,396.111
Tulsa OK,Kansas City KS,348.333
Tulsa OK,Topeka KS,323.677
Tulsa OK,Tyler TX,427.202
Tulsa OK,Columbia MO,444.721
Tulsa OK,Mesquite TX,379.519
Tulsa OK,Olathe KS,320.9
Tulsa OK,Carrollton TX,360.79
Tulsa OK,Fort Smith AR,163.372
Tulsa OK,Norman OK,163.967
Tulsa OK,Richardson TX,358.665
Tulsa OK,Independence MO,356.322
Tulsa OK,Broken Arrow OK,15.073
Tulsa OK,Lewisville TX,356.751
Tulsa OK,Allen TX,343.061
Tulsa OK,Wichita Falls TX,343.687
Tulsa OK,Longview TX,414.782
Tulsa OK,Lee's Summit MO,337.909
Tulsa OK,Lawrence KS,319.841
Tulsa OK,Edmond OK,145.433
Baltimore MD,New York NY,276.285
Baltimore MD,Philadelphia PA,148.883
Baltimore MD,Washington DC,56.4343
Baltimore MD,Brooklyn NY,271.871
Baltimore MD,Queens NY,288.643
Baltimore MD,Cleveland OH,492.205
Baltimore MD,Pittsburgh PA,313.375
Baltimore MD,Manhattan NY,278.973
Baltimore MD,Virginia Beach VA,290.287
Baltimore MD,Bronx NY,290.127
Baltimore MD,Richmond VA,211.21
Baltimore MD,Raleigh NC,425.505
Baltimore MD,Bridgeport CT,358.024
Baltimore MD,Buffalo NY,441.517
Baltimore MD,Hartford CT,430.315
Baltimore MD,Rochester NY,437.617
Baltimore MD,Allentown PA,173.289
Baltimore MD,Springfield MA,464.25
Baltimore MD,Albany NY,442.151
Baltimore MD,Akron OH,461.098
Baltimore MD,New Haven CT,384.193
Baltimore MD,Staten Island NY,253.668
Baltimore MD,Harrisburg PA,110.307
Baltimore MD,Durham NC,421.103
Baltimore MD,Winston-Salem NC,479.189
Baltimore MD,Syracuse NY,417.263
Baltimore MD,Lancaster PA,86.2231
Baltimore MD,Poughkeepsie NY,349.929
Baltimore MD,Scranton PA,246.903
Baltimore MD,Youngstown OH,396.236
Baltimore MD,Greensboro NC,455.17
Baltimore MD,Trenton NJ,188.256
Baltimore MD,Newark NJ,261.049
Baltimore MD,Canton OH,437.612
Baltimore MD,Reading PA,129.195
Baltimore MD,Jersey City NJ,267.639
Baltimore MD,Chesapeake VA,293.418
Baltimore MD,Norfolk VA,269.844
Baltimore MD,Atlantic City NJ,186.076
Baltimore MD,Arlington VA,63.351
Baltimore MD,York PA,74.0705
Baltimore MD,Roanoke VA,368.643
Baltimore MD,Yonkers NY,296.394
Baltimore MD,Norwich CT,457.134
Baltimore MD,Waterbury CT,393.001
Baltimore MD,Hagerstown MD,102.083
Baltimore MD,Erie PA,427.408
Baltimore MD,High Point NC,473.571
Baltimore MD,Newport News VA,244.772
Baltimore MD,Danbury CT,353.925
Baltimore MD,Cary NC,437.284
Baltimore MD,Fredericksburg VA,135.021
Baltimore MD,Alexandria VA,67.7215
Baltimore MD,Frederick MD,70.2126
Baltimore MD,Binghamton NY,316.561
Baltimore MD,Paterson NJ,274.781
Baltimore MD,Charleston WV,447.441
Baltimore MD,Hampton VA,251.151
Baltimore MD,Burlington NC,438.135
Baltimore MD,Greenville NC,417.927
Baltimore MD,Stamford CT,327.606
Baltimore MD,Elizabeth NJ,255.936
Baltimore MD,Lynchburg VA,308.741
Baltimore MD,Dover DE,95.586
Baltimore MD,Utica NY,437.233
Baltimore MD,Pottstown PA,133.889
Baltimore MD,Salisbury MD,136.398
Baltimore MD,Columbia MD,24.0649
Baltimore MD,Charlottesville VA,215.057
Baltimore MD,Portsmouth VA,274.299
Baltimore MD,Vineland NJ,140.044
Chesapeake VA,New York NY,491.93
Chesapeake VA,Philadelphia PA,384.025
Chesapeake VA,Washington DC,255.44
Chesapeake VA,Brooklyn NY,486.598
Chesapeake VA,Baltimore MD,293.418
Chesapeake VA,Manhattan NY,499.425
Chesapeake VA,Charlotte NC,439.11
Chesapeake VA,Virginia Beach VA,23.8967
Chesapeake VA,Richmond VA,140.688
Chesapeake VA,Raleigh NC,229.992
Chesapeake VA,Allentown PA,441.567
Chesapeake VA,Staten Island NY,472.789
Chesapeake VA,Harrisburg PA,403.204
Chesapeake VA,Durham NC,245.569
Chesapeake VA,Winston-Salem NC,360.04
Chesapeake VA,Lancaster PA,374.093
Chesapeake VA,Greensboro NC,322.05
Chesapeake VA,Fayetteville NC,299.101
Chesapeake VA,Trenton NJ,416.39
Chesapeake VA,Newark NJ,486.409
Chesapeake VA,Myrtle Beach SC,404.899
Chesapeake VA,Reading PA,408.527
Chesapeake VA,Jersey City NJ,489.063
Chesapeake VA,Concord NC,415.021
Chesapeake VA,Wilmington NC,309.655
Chesapeake VA,Norfolk VA,24.4039
Chesapeake VA,Atlantic City NJ,341.315
Chesapeake VA,Arlington VA,254.583
Chesapeake VA,York PA,367.441
Chesapeake VA,Hickory NC,462.228
Chesapeake VA,Roanoke VA,331.501
Chesapeake VA,Hagerstown MD,351.978
Chesapeake VA,Gastonia NC,467.212
Chesapeake VA,High Point NC,339.347
Chesapeake VA,Newport News VA,51.253
Chesapeake VA,Cary NC,246.725
Chesapeake VA,Fredericksburg VA,208.4
Chesapeake VA,Alexandria VA,247.804
Chesapeake VA,Frederick MD,321.51
Chesapeake VA,Hampton VA,42.2988
Chesapeake VA,Burlington NC,291.241
Chesapeake VA,Greenville NC,154.236
Chesapeake VA,Elizabeth NJ,479.776
Chesapeake VA,Lynchburg VA,268.658
Chesapeake VA,Rock Hill SC,467.453
Chesapeake VA,Dover DE,284.511
Chesapeake VA,Jacksonville NC,238.079
Chesapeake VA,Pottstown PA,401.394
Chesapeake VA,Salisbury MD,199.055
Chesapeake VA,Columbia MD,284.714
Chesapeake VA,Charlottesville VA,245.119
Chesapeake VA,Portsmouth VA,19.3459
Chesapeake VA,Vineland NJ,330.304
Chesapeake VA,Florence SC,420.633
Glendale AZ,Phoenix AZ,13.1776
Glendale AZ,San Diego CA,462.576
Glendale AZ,Riverside CA,478.978
Glendale AZ,Las Vegas NV,404.507
Glendale AZ,Tucson AZ,202.625
Glendale AZ,Mesa AZ,51.5087
Glendale AZ,Murrieta CA,459.447
Glendale AZ,Indio CA,370.926
Glendale AZ,Victorville CA,483.503
Glendale AZ,Henderson NV,372.727
Glendale AZ,Chula Vista CA,457.884
Glendale AZ,Chandler AZ,48.241
Glendale AZ,Scottsdale AZ,35.9535
Glendale AZ,Gilbert AZ,54.0185
Glendale AZ,North Las Vegas NV,398.272
Glendale AZ,Paradise NV,384.302
Glendale AZ,Avondale AZ,23.1427
Glendale AZ,San Bernardino CA,471.659
Glendale AZ,Fontana CA,486.297
Glendale AZ,Moreno Valley CA,461.362
Glendale AZ,Spring Valley NV,393.659
Glendale AZ,Tempe AZ,34.9505
Glendale AZ,Sunrise Manor NV,386.764
Glendale AZ,Ontario CA,499.201
Glendale AZ,Rancho Cucamonga CA,496.371
Glendale AZ,Hemet CA,441.4
Glendale AZ,Peoria AZ,23.6746
Glendale AZ,Oceanside CA,472.907
Glendale AZ,Enterprise NV,384.629
Glendale AZ,Corona CA,494.251
Glendale AZ,Escondido CA,452.291
Glendale AZ,Yuma AZ,241.846
Glendale AZ,Surprise AZ,23.3598
Glendale AZ,St. George UT,407.649
Glendale AZ,Carlsbad CA,471.96
Glendale AZ,Temecula CA,454.254
Glendale AZ,El Centro CA,321.938
Glendale AZ,Jurupa Valley CA,486.396
Glendale AZ,Rialto CA,480.057
Glendale AZ,El Cajon CA,448.455
Glendale AZ,Vista CA,466.9
Glendale AZ,Prescott Valley AZ,113.609
Glendale AZ,San Tan Valley AZ,76.9694
Glendale AZ,San Marcos CA,461.72
Glendale AZ,Hesperia CA,477.391
Glendale AZ,Menifee CA,458.742
Gilbert AZ,Phoenix AZ,43.1403
Gilbert AZ,Las Vegas NV,457.063
Gilbert AZ,Tucson AZ,152.001
Gilbert AZ,Mesa AZ,10.5191
Gilbert AZ,Indio CA,418.7
Gilbert AZ,Henderson NV,425.368
Gilbert AZ,Chula Vista CA,497.222
Gilbert AZ,Chandler AZ,10.2533
Gilbert AZ,Scottsdale AZ,43.3544
Gilbert AZ,Glendale AZ,54.0185
Gilbert AZ,North Las Vegas NV,450.338
Gilbert AZ,Paradise NV,436.971
Gilbert AZ,Avondale AZ,54.2799
Gilbert AZ,Spring Valley NV,446.507
Gilbert AZ,Tempe AZ,19.29
Gilbert AZ,Sunrise Manor NV,439.019
Gilbert AZ,Hemet CA,488.955
Gilbert AZ,Peoria AZ,73.5121
Gilbert AZ,Enterprise NV,437.586
Gilbert AZ,Escondido CA,495.746
Gilbert AZ,Yuma AZ,273.16
Gilbert AZ,Surprise AZ,77.3229
Gilbert AZ,Las Cruces NM,475.911
Gilbert AZ,St. George UT,450.657
Gilbert AZ,El Centro CA,360.037
Gilbert AZ,El Cajon CA,489.171
Gilbert AZ,Prescott Valley AZ,152.625
Gilbert AZ,San Tan Valley AZ,22.9658
Birmingham AL,Atlanta GA,221.511
Birmingham AL,Nashville TN,293.98
Birmingham AL,Memphis TN,340.507
Birmingham AL,New Orleans LA,485.156
Birmingham AL,Knoxville TN,376.076
Birmingham AL,Greenville SC,432.963
Birmingham AL,Chattanooga TN,222.519
Birmingham AL,Augusta GA,438.999
Birmingham AL,Pensacola FL,345.001
Birmingham AL,Jackson MS,345.907
Birmingham AL,Huntsville AL,131.025
Birmingham AL,Mobile AL,340.265
Birmingham AL,Asheville NC,450.206
Birmingham AL,Columbus GA,211.901
Birmingham AL,Tallahassee FL,417.556
Birmingham AL,Montgomery AL,140.333
Birmingham AL,Gulfport MS,405.893
Birmingham AL,Clarksville TN,341.827
Birmingham AL,Spartanburg SC,474.765
Birmingham AL,Murfreesboro TN,260.55
Birmingham AL,Gainesville GA,286.762
Birmingham AL,Tuscaloosa AL,75.0323
Birmingham AL,Warner Robins GA,310.87
Birmingham AL,Macon GA,299.583
Birmingham AL,Athens GA,320.597
Birmingham AL,Panama City FL,386.985
Birmingham AL,Mauldin SC,436.821
Birmingham AL,Sandy Springs GA,229.115
Birmingham AL,South Fulton GA,205.816
Birmingham AL,Mandeville LA,468.273
Birmingham AL,Bowling Green KY,384.38
Birmingham AL,Roswell GA,233.218
Greenville SC,Atlanta GA,223.493
Greenville SC,Charlotte NC,145.73
Greenville SC,Nashville TN,426.716
Greenville SC,Raleigh NC,355.275
Greenville SC,Louisville KY,472.514
Greenville SC,Birmingham AL,432.963
Greenville SC,Charleston SC,315.697
Greenville SC,Knoxville TN,191.128
Greenville SC,Columbia SC,160.683
Greenville SC,Durham NC,338.51
Greenville SC,Winston-Salem NC,236.967
Greenville SC,Chattanooga TN,264.095
Greenville SC,Augusta GA,165.769
Greenville SC,Greensboro NC,269.174
Greenville SC,Fayetteville NC,309.894
Greenville SC,Lexington KY,402.776
Greenville SC,Huntsville AL,390.898
Greenville SC,Asheville NC,83.5218
Greenville SC,Savannah GA,330.981
Greenville SC,Myrtle Beach SC,343.405
Greenville SC,Concord NC,168.984
Greenville SC,Columbus GA,347.689
Greenville SC,Wilmington NC,416.068
Greenville SC,Montgomery AL,455.078
Greenville SC,Hickory NC,138.256
Greenville SC,Roanoke VA,347.262
Greenville SC,Clarksville TN,488.972
Greenville SC,Huntington WV,397.637
Greenville SC,Spartanburg SC,41.8154
Greenville SC,Gastonia NC,116.826
Greenville SC,Murfreesboro TN,383.979
Greenville SC,High Point NC,250.328
Greenville SC,Cary NC,338.489
Greenville SC,Gainesville GA,147.234
Greenville SC,Warner Robins GA,275.929
Greenville SC,Macon GA,256.992
Greenville SC,Athens GA,134.769
Greenville SC,Charleston WV,396.069
Greenville SC,Mauldin SC,8.10934
Greenville SC,Burlington NC,296.352
Greenville SC,Johnson City TN,167.388
Greenville SC,Lynchburg VA,403.209
Greenville SC,Kingsport TN,188.305
Greenville SC,Rock Hill SC,122.817
Greenville SC,North Charleston SC,301.296
Greenville SC,Sandy Springs GA,209.415
Greenville SC,Jacksonville NC,454.06
Greenville SC,Charlottesville VA,497.105
Greenville SC,South Fulton GA,243.996
Greenville SC,Bowling Green KY,436.962
Greenville SC,Roswell GA,202.553
Greenville SC,Florence SC,247.174
Columbia MO,St. Louis MO,183.616
Columbia MO,Kansas City MO,193.466
Columbia MO,Memphis TN,475.432
Columbia MO,Omaha NE,408.231
Columbia MO,Tulsa OK,444.721
Columbia MO,Wichita KS,459.56
Columbia MO,Des Moines IA,311.543
Columbia MO,Little Rock AR,469.496
Columbia MO,Fayetteville AR,358.666
Columbia MO,Lincoln NE,425.151
Columbia MO,Springfield MO,212.524
Columbia MO,Davenport IA,324.707
Columbia MO,Rockford IL,459.737
Columbia MO,Peoria IL,306.206
Columbia MO,Evansville IN,430.526
Columbia MO,Aurora IL,463.544
Columbia MO,Overland Park KS,204.404
Columbia MO,Cedar Rapids IA,340.101
Columbia MO,Champaign IL,370.894
Columbia MO,Springfield IL,247.259
Columbia MO,Lafayette IN,494.775
Columbia MO,Kansas City KS,209.81
Columbia MO,Naperville IL,470.262
Columbia MO,Topeka KS,291.388
Columbia MO,Joliet IL,455.295
Columbia MO,Olathe KS,215.905
Columbia MO,Bloomington IL,333.487
Columbia MO,Fort Smith AR,439.196
Columbia MO,Iowa City IA,308.583
Columbia MO,Independence MO,175.584
Columbia MO,Waterloo IA,394.103
Columbia MO,Elgin IL,482.252
Columbia MO,Broken Arrow OK,444.592
Columbia MO,Lee's Summit MO,177.867
Columbia MO,Lawrence KS,254.088
Columbia SC,Atlanta GA,326.17
Columbia SC,Charlotte NC,130.315
Columbia SC,Jacksonville FL,418.36
Columbia SC,Richmond VA,496.287
Columbia SC,Raleigh NC,286.834
Columbia SC,Charleston SC,161.543
Columbia SC,Knoxville TN,350.818
Columbia SC,Greenville SC,160.683
Columbia SC,Durham NC,282.509
Columbia SC,Winston-Salem NC,236.978
Columbia SC,Chattanooga TN,413.986
Columbia SC,Augusta GA,131.37
Columbia SC,Greensboro NC,248.936
Columbia SC,Fayetteville NC,211.327
Columbia SC,Asheville NC,227.461
Columbia SC,Savannah GA,224.908
Columbia SC,Myrtle Beach SC,189.965
Columbia SC,Concord NC,152.711
Columbia SC,Columbus GA,406.529
Columbia SC,Wilmington NC,278.375
Columbia SC,Hickory NC,193.395
Columbia SC,Roanoke VA,370.355
Columbia SC,Spartanburg SC,137.564
Columbia SC,Gastonia NC,137.186
Columbia SC,High Point NC,232.443
Columbia SC,Cary NC,271.566
Columbia SC,Gainesville GA,270.7
Columbia SC,Warner Robins GA,301.504
Columbia SC,Macon GA,293.178
Columbia SC,Athens GA,227.469
Columbia SC,Charleston WV,483.772
Columbia SC,Mauldin SC,152.719
Columbia SC,Burlington NC,261.578
Columbia SC,Greenville NC,365.581
Columbia SC,Johnson City TN,289.097
Columbia SC,Lynchburg VA,404.604
Columbia SC,Kingsport TN,313.904
Columbia SC,Rock Hill SC,101.127
Columbia SC,North Charleston SC,147.525
Columbia SC,Sandy Springs GA,319.798
Columbia SC,Jacksonville NC,331.089
Columbia SC,Charlottesville VA,495.02
Columbia SC,South Fulton GA,342.623
Columbia SC,Roswell GA,317.658
Columbia SC,Florence SC,103.928
Montgomery AL,Atlanta GA,233.039
Montgomery AL,Jacksonville FL,490.208
Montgomery AL,Nashville TN,427.883
Montgomery AL,Memphis TN,460.111
Montgomery AL,New Orleans LA,430.647
Montgomery AL,Birmingham AL,140.333
Montgomery AL,Knoxville TN,455.643
Montgomery AL,Greenville SC,455.078
Montgomery AL,Chattanooga TN,316.589
